LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-121.3212825,36.4380642,962,PRADO DRIVE,,Soledad,,,93960,,5a3f48d1358cdff3
-121.9132369,36.5564648,25259,RANDALL WAY,,Carmel,,,93923,,3e5e651f6523abb7
-121.6699251,36.694383,930,LARKIN STREET,C\A,Salinas,,,93907,,b6d248fccc236ae1
-121.6620118,36.6960035,1185,MONROE STREET,32,Salinas,,,93906,,fb5c24a2ea863e77
-121.7727598,36.6578966,3230,GETTYSBURG COURT,,Marina,,,93933,,5a2caa3365e4f603
-121.8158475,36.6397716,172,CALIFORNIA ROAD,,Seaside,,,93955,,0836472564b4ae7d
-121.3212067,36.4269551,1130,WALKER DRIVE,,Soledad,,,93960,,580ee04118c98e2b
-121.6337884,36.7045888,559,E ALVIN DRIVE,,Salinas,,,93906,,f37a02543447e45b
-121.66093,36.6656957,805,BAUTISTA DRIVE,,Salinas,,,93901,,b62f2e2d32168409
-121.6492981,36.693912,45,MARYAL DRIVE,,Salinas,,,93906,,f0c532c8198991bb
-121.2464547,36.319375,1026,OAK AVENUE,,Greenfield,,,93927,,35b0e8a010c5053b
-121.7728301,36.657764,3233,GETTYSBURG COURT,,Marina,,,93933,,98a67b7b161f3659
-121.7728069,36.6576402,3235,GETTYSBURG COURT,,Marina,,,93933,,971af955f85d191f
-121.7622441,36.6585122,1234,BUNDAGE COURT,,Marina,,,93933,,d02d4dba8c1c164f
-121.7620707,36.6584646,1235,BUNDAGE COURT,,Marina,,,93933,,3775d43fb81693f5
-121.7620701,36.6584636,1236,BUNDAGE COURT,,Marina,,,93933,,635946248e228b73
-121.7645409,36.662629,404,COMBS COURT,,Marina,,,93933,,b5fbc019ccfbf6d3
-121.7645546,36.6626924,405,COMBS COURT,,Marina,,,93933,,78933e1a130dccdf
-121.635908,36.6760122,543,ROOSEVELT STREET,C\A,Salinas,,,93905,,4e27637ea411825d
-121.7717547,36.6682057,736,READY COURT,,Marina,,,93933,,47560dcdf1c2ad81
-121.6620118,36.6960035,1185,MONROE STREET,2,Salinas,,,93906,,72db9de7e0e8d40b
-121.6458804,36.7171159,1931,PRINCETON COURT,,Salinas,,,93906,,5efb0f23405f0175
-121.9104643,36.5856946,265,MAR VISTA DRIVE,,Monterey,,,93940,,7ff32a0cb007cb9b
-121.1278348,36.2151031,308,N 3RD STREET,,King City,,,93930,,0e402c9bada0f83f
-121.1285871,36.2149862,315,N 3RD STREET,,King City,,,93930,,048e719ff0e5fb3f
-121.1290043,36.2166161,426,N 3RD STREET,,King City,,,93930,,f6969f1b4504b8b9
-121.1307959,36.2187492,616,N 3RD STREET,,King City,,,93930,,e521477f1c529c55
-121.1306147,36.2185135,610,N 3RD STREET,,King City,,,93930,,654f7fcbd48c3285
-121.1294123,36.2160428,415,N 3RD STREET,,King City,,,93930,,a726de63d306a7d9
-121.7619579,36.6584314,1238,BUNDAGE COURT,,Marina,,,93933,,00b4e47357876807
-121.6739504,36.6660988,628,AMBROSE DRIVE,,Salinas,,,93901,,ab90bb7602227235
-121.7968875,36.6460559,4408,OWEN DURHAM STREET,,Seaside,,,93955,,fd825b9778e01819
-121.3111435,36.4270138,1761,METZ ROAD,,Soledad,,,93960,,166a3c44b71e0b45
-121.671962,36.6788328,640,MELROSE DRIVE,,Salinas,,,93901,,459f2c88fa826675
-121.7646352,36.662994,410,COMBS COURT,,Marina,,,93933,,9decf5de1283d8e5
-121.6541865,36.6791361,1,BRIDGE STREET,4,Salinas,,,93901,,0b94cc96ac33b22d
-121.6504717,36.7109912,464,REGENCY CIRCLE,I,Salinas,,,93906,,a8e75740fb9e97a7
-121.6175852,36.687618,850,GARNER AVENUE,1,Salinas,,,93905,,b8ed92a51ee99413
-121.764619,36.6633607,413,COMBS COURT,,Marina,,,93933,,66b6039a1a878923
-121.7646192,36.663361,414,COMBS COURT,,Marina,,,93933,,af02b200bc35acc9
-121.7645302,36.6634983,416,COMBS COURT,,Marina,,,93933,,1dc0aa0105f48ec1
-121.7645033,36.6635529,418,COMBS COURT,,Marina,,,93933,,7576b8ee48143771
-121.7644368,36.6637068,419,COMBS COURT,,Marina,,,93933,,58879c43cd3a7909
-121.7644367,36.6637066,420,COMBS COURT,,Marina,,,93933,,7711a8dfb6698be5
-121.7643905,36.6638022,422,COMBS COURT,,Marina,,,93933,,d6ade7cf1f42fa13
-121.7247023,36.4804794,150,FORD ROAD,,Carmel Valley,,,93924,,172120cef8b0301b
-121.6062055,36.6880718,1113,D STREET,C,Salinas,,,93905,,19144347c03d7dc5
-121.9088735,36.5475511,25900,VIA CARMELITA,,Carmel,,,93923,,86d492dfb6efef4f
-121.9605635,36.5692189,1289,PADRE LANE,,Pebble Beach,,,93953,,0a819a4f1506abbb
-121.7704857,36.6704348,714,LANDRUM COURT,,Marina,,,93933,,eac26b6d16f9ac33
-121.6554002,36.7068458,1450,N 1ST STREET,17,Salinas,,,93906,,600607af18eaf5cb
-121.8237538,36.5776862,10,RAGSDALE DRIVE,,Monterey,,,93940,,8a093007f38df743
-121.7643802,36.6639725,425,COMBS COURT,,Marina,,,93933,,3b35de79c4a5c149
-121.7644075,36.6639997,426,COMBS COURT,,Marina,,,93933,,365a2e50c9097fc1
-121.7644476,36.6640282,427,COMBS COURT,,Marina,,,93933,,3c7f0c8a8f7ea80b
-121.7645251,36.6640518,428,COMBS COURT,,Marina,,,93933,,52a70d6f2e68bf33
-121.7645513,36.6640524,429,COMBS COURT,,Marina,,,93933,,922b3432806a8d57
-121.8103272,36.662634,301,NINTH STREET,124,Marina,,,93933,,7151875f741d71e1
-121.8104136,36.662631,301,NINTH STREET,123,Marina,,,93933,,bce3e61df8eb91c9
-121.8104198,36.6626197,301,NINTH STREET,223,Marina,,,93933,,36f6647351389333
-121.8104891,36.6626331,301,NINTH STREET,122,Marina,,,93933,,8e6a7a18af99b299
-121.6527391,36.6787592,30,SOLEDAD STREET,221,Salinas,,,93901,,79db1815db504677
-121.7490169,36.5071706,69,OAK VIEW,,Carmel Valley,,,93924,,a11bf7f2c12135c3
-121.8106384,36.6626313,301,NINTH STREET,221,Marina,,,93933,,7fe19a19f71067c3
-121.8805301,36.6006318,38,LA PLAYA AVENUE,,Monterey,,,93940,,7feb4f93f8d1761f
-121.8433163,36.5963419,941,ROBERTSON PLACE,,Monterey,,,93940,,29d5e4c3e434c299
-121.6580868,36.7108251,1861,CHEROKEE DRIVE,C\A,Salinas,,,93906,,5107d60a4de0fa2f
-121.12719,36.2074799,421,SAN LORENZO,,King City,,,93930,,a057990dc4b3c2b5
-121.8104927,36.6627973,301,NINTH STREET,126,Marina,,,93933,,68ce73f411c82d8f
-121.8104776,36.6628136,301,NINTH STREET,226,Marina,,,93933,,a7d9201973733903
-121.7357839,36.5639371,13555,PASEO TERRANO,,Salinas,,,93908,,f0ad0980ce209799
-121.6528498,36.7198891,55,SAN JUAN GRADE ROAD,50,Salinas,,,93906,,78d0608846c30813
-121.8105069,36.6628298,301,NINTH STREET,227,Marina,,,93933,,50084f0094c400cf
-121.8104746,36.6629298,301,NINTH STREET,128,Marina,,,93933,,f3f2fbc2f6a02d27
-121.8104737,36.6629333,301,NINTH STREET,228,Marina,,,93933,,76ae05fff084c49b
-121.8104258,36.6631428,301,NINTH STREET,229,Marina,,,93933,,2132fe8fa58a0e8f
-121.8104237,36.6631949,301,NINTH STREET,130,Marina,,,93933,,ea9a34a0dfda371f
-121.8104271,36.6631949,301,NINTH STREET,230,Marina,,,93933,,e52ad5c7d0a1a8bf
-121.8104373,36.663237,301,NINTH STREET,131,Marina,,,93933,,94a728428ea4cfd9
-121.8104357,36.6632354,301,NINTH STREET,231,Marina,,,93933,,bf00c327e900f055
-121.6945977,36.6093823,20281,FRANCISCAN WAY,,Salinas,,,93908,,8d03be4c5ea9e661
-121.1265519,36.213681,231,LYNN STREET,,King City,,,93930,,de2f3697b1f108b9
-121.6098396,36.6813107,1317,GARNER AVENUE,SP11,Salinas,,,93905,,2fb2b6f4cb1f45e7
-121.6348509,36.6705421,621,JOHN STREET,,Salinas,,,93905,,22ab90178526e3fd
-121.6439001,36.7052564,82,KIP DRIVE,15,Salinas,,,93906,,e3ac9e096d8aca79
-121.7998583,36.643446,103,NIJMEGEN ROAD,,Seaside,,,93955,,19f6e8c7fc97f5af
-121.7349334,36.6528173,17702,REYNOLDS STREET,,East Garrison,,,93933,,414dac90bb10c4b5
-121.7346157,36.6528048,17703,REYNOLDS STREET,,East Garrison,,,93933,,1929f08282bbad07
-121.7346208,36.6526973,17707,REYNOLDS STREET,,East Garrison,,,93933,,6c854d976596bbd7
-121.7349505,36.6526308,17710,REYNOLDS STREET,,East Garrison,,,93933,,d2d659350e7d46ad
-121.7346264,36.6526042,17711,REYNOLDS STREET,,East Garrison,,,93933,,1a5652b8bd923da7
-121.7349584,36.6525209,17714,REYNOLDS STREET,,East Garrison,,,93933,,4efdba7c8dcfac5d
-121.7346349,36.6525086,17715,REYNOLDS STREET,,East Garrison,,,93933,,f6d7256665d2872f
-121.7349697,36.652337,17722,REYNOLDS STREET,,East Garrison,,,93933,,46a1c90194b7be57
-121.734992,36.6521314,17730,REYNOLDS STREET,,East Garrison,,,93933,,594eade7f60647fb
-121.6712812,36.6208968,17509,WOODRIDGE COURT,,Salinas,,,93908,,8725cd431ee04c77
-121.6655908,36.6559415,1330,BYRON DRIVE,2G,Salinas,,,93901,,d444607762d6e7e5
-121.8287128,36.6189211,1990,MENDOCINO STREET,,Seaside,,,93955,,856836a885e0567f
-121.9401345,36.6229971,1805,SUNSET DRIVE,,Pacific Grove,,,93950,,4a6e62cef0eb9603
-121.6184417,36.6925735,1123,ALAMO WAY,C\A,Salinas,,,93905,,890656fe1c7e67f3
-121.8939784,36.5605484,25060,PINE HILLS DRIVE,,Carmel,,,93923,,3b30e0c744d7e123
-121.7338278,36.6539657,16230,EAST GARRISON DRIVE,,East Garrison,,,93933,,d3a195c0badf838d
-121.8039879,36.6627302,2712,SEA GLASS AVENUE,,Marina,,,93933,,751964a69c5565a7
-121.6053041,36.6835971,1413,DEL MONTE AVENUE,J,Salinas,,,93905,,cbf270fed20c1bf9
-121.6485133,36.6829173,150,SHERWOOD DRIVE,110,Salinas,,,93901,,eeb65bedefba78c7
-121.9321904,36.5442624,26177,SCENIC ROAD,,Carmel,,,93923,,79fdd18621091f95
-121.4331416,36.2434961,30010,OLIVIA DRIVE,,Greenfield,,,93927,,fdca089316e4f7b3
-121.6111231,36.7008495,1670,BERKSHIRE WAY,,Salinas,,,93906,,d21c88dc649faed9
-121.6540477,36.6775391,30,E MARKET STREET,211,Salinas,,,93901,,2fb385eeb39f9e9b
-121.911182,36.6096971,685,FILMORE STREET,,Monterey,,,93940,,ed6ef45becefe52b
-121.8455749,36.6067112,992,AMADOR AVENUE,,Seaside,,,93955,,616d34f6ec2bba99
-121.7044073,36.5944976,22765,BRAVO COURT,,Salinas,,,93908,,d1a1684df20f3abb
-121.6572969,36.6927393,349,IRIS DRIVE,27,Salinas,,,93906,,8d077111f4b3010d
-121.9247412,36.6219742,246,CEDAR STREET,,Pacific Grove,,,93950,,991d1206a0c3efb3
-121.3107669,36.4251642,464,ROBLES PLACE,,Soledad,,,93960,,2ebfcc0db55ca961
-121.8062684,36.6640447,3009,SHOREBIRD PLACE,0,Marina,,,93933,,eb73e880cc335b0b
-121.8063035,36.6639156,3007,SHOREBIRD PLACE,0,Marina,,,93933,,e8c353a62bb04cbb
-121.8063834,36.6636804,3003,SHOREBIRD PLACE,0,Marina,,,93933,,22c3b17112e86121
-121.8065146,36.6632766,2704,SHOREBIRD PLACE,0,Marina,,,93933,,fe8a6d0e389f48c3
-121.8065608,36.6631491,2702,SHOREBIRD PLACE,0,Marina,,,93933,,39a9e3a098fd2c45
-121.7279308,36.4697585,200,PUNTA DEL MONTE,,Carmel Valley,,,93924,,05de75d7f7ca9ebd
-121.6585896,36.6623457,1000,S MAIN STREET,320,Salinas,,,93901,,2cf4cdc55dd87e5d
-121.866528,36.6062139,1,SURF WAY,240,Monterey,,,93940,,80bba792ca837b71
-121.8791919,36.5381622,136,HACIENDA CARMEL,,Carmel,,,93923,,87d6b6691e059eb3
-121.8057199,36.66355,2707,3RD AVENUE,0,Marina,,,93933,,9aeb4cb874140e35
-121.805644,36.6637726,2711,3RD AVENUE,0,Marina,,,93933,,d97bf93f2b8636d1
-121.8056001,36.6639037,2713,3RD AVENUE,0,Marina,,,93933,,70b5c1d186908d91
-121.8055579,36.6640204,2715,3RD AVENUE,0,Marina,,,93933,,24d89ac73a6b9f2f
-121.8054825,36.6642591,2719,3RD AVENUE,0,Marina,,,93933,,eeb9cd81d5272937
-121.1508264,36.1747846,46375,PINE MEADOW DRIVE,,King City,,,93930,,84c5ef63cb3a1acb
-121.1301142,36.2158255,418,N VANDERHURST AVENUE,,King City,,,93930,,b5835387b0c624c3
-121.1450848,36.2062644,1323,CAMBRIDGE AVENUE,,King City,,,93930,,f82289db73a1f405
-121.1291534,36.2001345,201,RIO VISTA DRIVE,28,King City,,,93930,,46cf84bf213c60b3
-121.1392589,36.2151783,740,SANDRINGHAM STREET,,King City,,,93930,,cd3a5e33fc171bf5
-121.1509635,36.1787399,46080,PINE MEADOW DRIVE,,King City,,,93930,,d44ec87e2d6f94bf
-121.6488378,36.6782492,240,E MARKET STREET,,Salinas,,,93901,,eb11c812cec3f72f
-121.1274856,36.2158065,322,COPLEY AVENUE,,King City,,,93930,,bc8f0c6f6e718c45
-121.1281511,36.2159297,331,COPLEY AVENUE,,King City,,,93930,,e7a3f76f06b29231
-121.1220498,36.2107623,132,CARLSON AVENUE,,King City,,,93930,,ca3ad959c96c9619
-121.4444018,36.5227364,1518,CHAMPAGNE WAY,,Gonzales,,,93926,,ccaab74b97a38e29
-121.598273,36.6961308,1586,MESQUITE DRIVE,205,Salinas,,,93905,,0ab9eb1f9062fba7
-121.9062901,36.6135414,750,SPENCER STREET,,Monterey,,,93940,,887f5880316259b5
-121.1314367,36.200867,96,RIVER DRIVE,2,King City,,,93930,,bfe9fb0775c7bd29
-121.4428888,36.5196963,1041,ZINFANDEL DRIVE,,Gonzales,,,93926,,69db48557e1e8b73
-121.1278976,36.2137083,316,LYNN STREET,,King City,,,93930,,f6e5636e1207295f
-121.1477925,36.1887965,45410,ENFIELD AVENUE,B,King City,,,93930,,c3e9854254b55289
-121.1331144,36.2115267,222,MILDRED AVENUE,,King City,,,93930,,dd9dada488108557
-121.6607029,36.7130705,1665,MADRID STREET,14,Salinas,,,93906,,84f0854658ecade7
-121.8059475,36.6976722,91,RESERVATION ROAD,,Marina,,,93933,,58882ef306482823
-121.6507073,36.7149509,167,HARDEN PARKWAY,P,Salinas,,,93906,,f12922b933545e3b
-121.8125958,36.6360371,231,ANZIO ROAD,,Seaside,,,93955,,c7086783da80a0d7
-121.613298,36.6414655,10,HARRIS PLACE,,Salinas,,,93901,,fa49a745259a3591
-121.6634285,36.6551742,1320,PADRE DRIVE,105,Salinas,,,93901,,b5ac1464068ebc17
-121.7414492,36.6559263,13322,WARREN AVENUE,,East Garrison,,,93933,,3dd9a689587b8573
-121.7413217,36.656228,13325,WARREN AVENUE,,East Garrison,,,93933,,ca2b64a42132461d
-121.741304,36.6559225,13326,WARREN AVENUE,,East Garrison,,,93933,,e0ce5924f3ca6579
-121.7411705,36.655916,13330,WARREN AVENUE,,East Garrison,,,93933,,0b2f87e01f635d7b
-121.7376212,36.6562256,13521,WARREN AVENUE,,East Garrison,,,93933,,a13ce49987bc2ecd
-121.742009,36.6555526,13617,SHERMAN BOULEVARD,,East Garrison,,,93933,,21f67ab56e8d70e9
-121.6381137,36.6712174,512,JAMES STREET,B,Salinas,,,93905,,234234e9d7a4068b
-121.6530873,36.6720367,401,MONTEREY STREET,C\A-2,Salinas,,,93901,,ceb473ef01fe9161
-121.6489355,36.7115092,303,REGENCY CIRCLE,204,Salinas,,,93906,,228c22ef0ab26753
-121.1295678,36.2149512,330,N VANDERHURST,,King City,,,93930,,51b691868b96d1bb
-121.4374345,36.5104116,311,RINCON ROAD,,Gonzales,,,93926,,1236470fb7b722db
-121.6439001,36.7052564,82,KIP DRIVE,37,Salinas,,,93906,,09fb3f437850d131
-121.7412325,36.6548917,13630,SHERMAN BOULEVARD,,East Garrison,,,93933,,99ff64f04ebbe1bf
-121.7410839,36.6555119,13637,SHERMAN BOULEVARD,,East Garrison,,,93933,,c2233da333259b67
-121.7409117,36.6554991,13641,SHERMAN BOULEVARD,,East Garrison,,,93933,,a82cfd55ea25c075
-121.7402006,36.6553496,13701,SHERMAN BOULEVARD,,East Garrison,,,93933,,89ac5dd60d1e7f4d
-121.6544491,36.7052507,47,NAVAJO DRIVE,,Salinas,,,93906,,6fc88c041ef5426b
-121.6544878,36.7049035,57,NAVAJO DRIVE,,Salinas,,,93906,,05ae50302ddbb90b
-121.7551339,36.8788992,898,SALINAS ROAD,,Royal Oaks,,,95076,,9551ebac1ed557a7
-121.7965528,36.2422433,9795,SYCAMORE CANYON ROAD,,Big Sur,,,93920,,5ee651e2191127d9
-121.6443454,36.6228409,38,RAILROAD AVENUE,,Spreckels,,,93908,,5b7e0fde204144d9
-121.1568476,36.1799949,51250,OAK HILLS ROAD,,King City,,,93930,,e157cb32b6103187
-121.8227195,36.6385194,122,OKINAWA ROAD,,Seaside,,,93955,,21f356077dbfe521
-121.8766977,36.5365071,33,HACIENDA CARMEL,,Carmel,,,93923,,fdc6e2955e193f83
-121.7024697,36.5978491,22394,MONTERA PLACE,,Salinas,,,93908,,5681e0ee7a82629f
-121.6876924,36.6182243,19890,PORTOLA DRIVE,,Salinas,,,93908,,2789f0543b1523cb
-121.8725531,36.3974741,59779,GARRAPATOS ROAD,,Carmel,,,93923,,f4beab13436b5c45
-121.7965626,36.2424164,9751,SYCAMORE CANYON ROAD,,Big Sur,,,93920,,6b98bf3cfdece31b
-121.2625575,36.3149747,39921,APPLE AVENUE,,Greenfield,,,93927,,f1ed070c8d34521f
-121.7181202,36.4938628,475,EL CAMINITO ROAD,,Carmel Valley,,,93924,,b18648965147699b
-121.9496193,36.6041865,1036,THE OLD DRIVE,,Pebble Beach,,,93953,,8685239ad01e4bfb
-121.7243762,36.4713683,254,ESQUILINE ROAD,,Carmel Valley,,,93924,,4ce18329a4f8bc35
-121.7322645,36.5392883,278,CORRAL DE TIERRA,,Salinas,,,93908,,c27e36181d4b7215
-121.7077066,36.5328057,389,CORRAL DE TIERRA ROAD,,Salinas,,,93908,,d98dd9c2b68fbde1
-121.7024874,36.5317644,397,CORRAL DE TIERRA ROAD,C,Salinas,,,93908,,c7b260e2ee282b6f
-121.8611885,36.5971116,456,DELA VINA AVENUE,D2,Monterey,,,93940,,1f4844875960a8bb
-121.9456664,36.5957819,2994,COLTON ROAD,,Pebble Beach,,,93953,,67027676ac87ad75
-121.9301189,36.6240974,1013,SHORT STREET,,Pacific Grove,,,93950,,5eeaf6cde2c2961d
-121.819709,36.6203812,2030,PARALTA AVENUE,,Seaside,,,93955,,ed304f92c5732b1f
-121.661854,36.6579852,1218,PADRE DRIVE,,Salinas,,,93901,,7fe85a80573a3aaf
-121.6126413,36.6949332,699,LAS CASITAS DRIVE,,Salinas,,,93905,,6ce1cbb461b9cf61
-121.9295078,36.5757303,4040,SUNRIDGE ROAD,,Pebble Beach,,,93953,,89754d83552efa51
-121.7299365,36.5697865,26,MESA DEL SOL,,Salinas,,,93908,,1e9ad65d264b44a7
-121.6704814,36.6671435,531,SAN VINCENTE CIRCLE,,Salinas,,,93901,,8835e35dc8c7cea9
-121.1287147,36.2162318,414,N 3RD STREET,,King City,,,93930,,5d6306b74ae0ba15
-121.1290175,36.2168555,430,N 3RD STREET,,King City,,,93930,,2ddfc074d0e6ac47
-121.1277616,36.2141404,217,N 3RD STREET,,King City,,,93930,,2c7fe14c364c5c7b
-121.1305183,36.2174529,525,N 3RD STREET,,King City,,,93930,,93621d4144fbf80f
-121.8617493,36.600678,340,RAMONA AVENUE,13,Monterey,,,93940,,ab3bbea941d13da5
-121.3180794,36.4226468,250,2ND STREET,,Soledad,,,93960,,7353ee20e61f5be5
-121.3181841,36.422537,240,2ND STREET,,Soledad,,,93960,,01a83ce256705add
-121.605475,36.6959046,1360,MAZATLAN STREET,,Salinas,,,93905,,062fee85c444fd73
-121.86205,36.5973716,428,DELA VINA AVENUE,232,Monterey,,,93940,,8949df2a0f75c30d
-121.6607029,36.7130705,1657,MADRID STREET,2,Salinas,,,93906,,cf243427833f9105
-121.8180755,36.6435425,101,ATTU ROAD,,Seaside,,,93955,,71a884fe224a6aef
-121.1296653,36.2165661,431,N 3RD STREET,,King City,,,93930,,ec3a0f9197378333
-121.7720687,36.6581651,3221,GETTYSBURG COURT,,Marina,,,93933,,ddac8a7b5e6de873
-121.7724601,36.6580396,3224,GETTYSBURG COURT,,Marina,,,93933,,2ec74520663abd8f
-121.7725352,36.6580095,3227,GETTYSBURG COURT,,Marina,,,93933,,aec388260aeefa07
-121.7726803,36.657939,3228,GETTYSBURG COURT,,Marina,,,93933,,f585487a1825d3e9
-121.77268,36.6579414,3229,GETTYSBURG COURT,,Marina,,,93933,,0f4f2184837be789
-121.818884,36.6381467,169,LUZON ROAD,,Seaside,,,93955,,937af3b104aed3f7
-121.6467279,36.7153044,1898,DELANCEY DRIVE,,Salinas,,,93906,,0380bebe4d1f71a7
-121.9153934,36.5448764,3281,TREVIS WAY,,Carmel,,,93923,,745e8b63f5b3a115
-121.6531482,36.6058452,25510,SUNFLOWER COURT,,Salinas,,,93908,,cc5a642322c49d43
-121.6524935,36.6958236,1103,N MAIN STREET,,Salinas,,,93906,,64a52c76a797e333
-121.3147116,36.4378781,1207,SAN ANTONIO,,Soledad,,,93960,,8fadf393954af631
-121.8400108,36.6077661,1205,ELM AVENUE,B,Seaside,,,93955,,b3b10f119a28bad1
-121.6490274,36.7070192,230,E ALVIN DRIVE,115,Salinas,,,93906,,f94cb73ae177839f
-121.7848845,36.5796739,112,CIRCULO DE CASITAS,,Monterey,,,93940,,1ad4e1f67b37f3db
-121.7689104,36.5771747,412,LAS LADERAS DRIVE,,Monterey,,,93940,,6af01ae8082b6c2d
-121.7773293,36.5776063,700,TESORO ROAD,,Monterey,,,93940,,2bc76d2914d65dd7
-121.7787909,36.581066,405,VIA DEL MILAGRO,,Monterey,,,93940,,3e2f2f932ead65d5
-121.785118,36.5788762,118,CIRCULO DE CASITAS,,Monterey,,,93940,,dbf5a5078481d22f
-121.7770079,36.571711,200,MIRASOL COURT,,Monterey,,,93940,,42b5aff7014459bf
-121.7802826,36.5706867,225,MADERA COURT,,Monterey,,,93940,,26c63feaf93a1387
-121.6644032,36.6614994,1040,RIKER STREET,30,Salinas,,,93901,,2eb3b9e58c2bec49
-121.6561575,36.6966594,319,HAYES STREET,7,Salinas,,,93906,,11678595917f45e9
-121.866397,36.6043502,151,SURF WAY,42,Monterey,,,93940,,fb406fc4b2f15cc5
-121.6558286,36.7108175,1824,CHEROKEE DRIVE,1,Salinas,,,93906,,ba8245d5ceeef2ef
-121.7980284,36.7018941,3353,CARDOZA AVENUE,,Marina,,,93933,,a471588ff30de649
-121.6286046,36.6697882,90,MAGNOLIA DRIVE,,Salinas,,,93905,,4de7bcb757f5b58d
-121.6215363,36.6846849,930,ACOSTA PLAZA,13,Salinas,,,93905,,edd67cbd2ebaf059
-121.6255876,36.6864231,682,ST AUGUSTINE DRIVE,,Salinas,,,93905,,dd69bb92eae9f927
-121.6053615,36.6813946,1427,WIREN STREET,,Salinas,,,93905,,b0842b8fa14f4e4d
-121.6190276,36.6791327,14,OREGON STREET,,Salinas,,,93905,,22f690a07973a0ed
-121.7988993,36.6696457,8753,YOUNG STREET,,Marina,,,93933,,7ea7d7ef3b92a103
-121.8162525,36.640692,7106,3RD ARTILLERY AVENUE,,Seaside,,,93955,,c3ef99b60a4bff3d
-121.8004941,36.5239538,10060,EDDY ROAD,,Carmel,,,93923,,1781d78f391677c3
-121.652808,36.708726,1511,WHEELER DRIVE,8,Salinas,,,93906,,f6a64b6324dcc519
-121.921561,36.6039796,2892,RANSFORD AVENUE,,Pacific Grove,,,93950,,bdc72c0ecd30254b
-121.6087127,36.6890435,744,KILBERTH AVENUE,B,Salinas,,,93905,,39df5c3950739b33
-121.609653,36.6810885,1329,GARNER AVENUE,H,Salinas,,,93905,,da11d6c56479ac17
-121.6139686,36.6861397,1010,N SANBORN ROAD,7,Salinas,,,93905,,ee026af6f8b049ed
-121.6092734,36.6887247,726,KILBERTH AVENUE,8,Salinas,,,93905,,6e6d42630f2300bf
-121.6214717,36.6891875,914,ACOSTA PLAZA,100,Salinas,,,93905,,0a567f3c2e2fd9ef
-121.618603,36.6817986,1102,ACOSTA STREET,,Salinas,,,93905,,8f7957177e15c4ad
-121.6046284,36.6938436,857,LA CUESTA COURT,,Salinas,,,93905,,9aa9e27b00184893
-121.608491,36.6820639,3,BARDIN CIRCLE,,Salinas,,,93905,,e3d4776758cf6737
-121.6247143,36.6824335,1265,HILL TOP DRIVE,,Salinas,,,93905,,e639701e93cf0835
-121.6133358,36.6866205,1036,N SANBORN ROAD,N,Salinas,,,93905,,c0f4f9a112aad173
-121.6086817,36.6735888,124,SYCAMORE ROAD,,Salinas,,,93905,,4669a08ff1b538b5
-121.8988277,36.5976418,572,VAN BUREN STREET,,Monterey,,,93940,,d2a5afc793ba1d15
-121.7346904,36.4778706,25,PASO CRESTA,,Carmel Valley,,,93924,,4369196e77a08155
